osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 61599
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 1
LetterboxInBreaks: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 105,15714,31324,46934,54739,62544,78153,92787,93763,95714
DistanceSpacing: 1
BeatDivisor: 3
GridSize: 4
TimelineZoom: 0.4999997

[Metadata]
Title:Golden
TitleUnicode:Golden
Artist:HUNTR/X
ArtistUnicode:HUNTR/X
Creator:Rage Aphid
Version:Kantan
Source:KPop Demon Hunters
Tags:netflix kpop pop korean k-pop k pop group idol female vocals huntrix huntrx
BeatmapID:5237868
BeatmapSetID:2411979

[Difficulty]
HPDrainRate:8
CircleSize:2
OverallDifficulty:3
ApproachRate:10
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Screenshot 2025-07-01 052702.png",0,0
//Break Periods
2,47134,54289
2,95877,126771
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
105,487.80487804878,4,1,0,5,1,0
14901,-100,4,1,0,80,0,0
62544,-100,4,1,0,80,0,1
77665,-100,4,1,0,80,0,0
78153,-100,4,1,0,80,0,1
92787,-100,4,1,0,80,0,0
128039,487.80487804878,4,1,0,80,1,0
128039,-100,4,1,0,80,0,1
143160,-100,4,1,0,80,0,0
143648,-100,4,1,0,80,0,1
159095,-100,4,1,0,80,0,0
159258,-100,4,1,0,80,0,1
174380,-100,4,1,0,80,0,0
175030,-100,4,1,0,5,0,0


[HitObjects]
256,192,11812,12,0,13763,0:0:0:0:
392,313,15226,5,12,0:0:0:0:
151,98,15714,1,0,0:0:0:0:
341,101,16690,1,8,0:0:0:0:
341,101,17178,1,8,0:0:0:0:
157,106,17665,1,0,0:0:0:0:
338,302,18478,1,12,0:0:0:0:
343,70,19129,1,8,0:0:0:0:
61,63,19617,1,0,0:0:0:0:
376,308,20430,1,12,0:0:0:0:
357,90,21080,1,8,0:0:0:0:
148,91,21568,1,0,0:0:0:0:
148,98,22544,1,0,0:0:0:0:
381,93,23031,1,8,0:0:0:0:
381,93,23357,1,8,0:0:0:0:
151,93,24007,1,0,0:0:0:0:
151,93,24495,1,0,0:0:0:0:
336,95,24983,1,8,0:0:0:0:
336,95,25470,1,8,0:0:0:0:
116,307,26283,1,4,0:0:0:0:
317,81,26934,1,8,0:0:0:0:
317,81,27422,1,8,0:0:0:0:
139,80,28397,1,0,0:0:0:0:
139,80,28885,1,0,0:0:0:0:
361,82,29373,1,8,0:0:0:0:
130,90,29861,1,0,0:0:0:0:
370,93,30186,1,8,0:0:0:0:
370,93,30348,1,8,0:0:0:0:
370,93,30836,1,8,0:0:0:0:
76,356,31324,1,4,0:0:0:0:
359,99,32300,1,8,0:0:0:0:
359,99,32787,1,8,0:0:0:0:
158,98,33275,1,0,0:0:0:0:
158,98,33763,1,0,0:0:0:0:
354,93,34251,1,8,0:0:0:0:
146,93,34739,1,0,0:0:0:0:
354,93,35226,1,8,0:0:0:0:
158,111,36202,1,0,0:0:0:0:
371,111,36690,1,8,0:0:0:0:
371,111,37178,1,8,0:0:0:0:
362,104,38153,1,8,0:0:0:0:
188,104,38641,1,0,0:0:0:0:
175,101,39129,1,0,0:0:0:0:
374,100,40104,1,8,0:0:0:0:
144,81,40592,1,0,0:0:0:0:
144,81,41080,1,0,0:0:0:0:
383,89,41568,1,8,0:0:0:0:
383,89,42056,1,8,0:0:0:0:
107,104,43031,1,0,0:0:0:0:
107,104,44007,1,0,0:0:0:0:
339,109,44983,1,8,0:0:0:0:
173,114,45470,1,0,0:0:0:0:
154,111,45796,1,0,0:0:0:0:
326,98,46121,1,8,0:0:0:0:
339,97,46446,1,8,0:0:0:0:
99,295,46934,1,4,0:0:0:0:
377,100,54739,5,8,0:0:0:0:
377,100,55226,1,8,0:0:0:0:
144,98,55714,1,0,0:0:0:0:
144,98,56202,1,0,0:0:0:0:
363,98,56690,1,8,0:0:0:0:
155,108,57178,1,0,0:0:0:0:
384,105,57665,1,8,0:0:0:0:
103,108,58153,1,0,0:0:0:0:
345,114,58641,1,8,0:0:0:0:
345,114,59129,1,8,0:0:0:0:
137,109,59617,1,0,0:0:0:0:
137,109,60104,1,0,0:0:0:0:
366,111,60592,1,8,0:0:0:0:
366,111,61080,1,8,0:0:0:0:
159,309,62544,1,4,0:0:0:0:
366,107,63031,1,8,0:0:0:0:
366,107,63519,1,8,0:0:0:0:
150,111,64007,1,0,0:0:0:0:
344,103,64495,1,8,0:0:0:0:
316,103,65470,1,8,0:0:0:0:
316,103,65958,1,8,0:0:0:0:
168,105,66446,1,0,0:0:0:0:
175,117,67422,1,0,0:0:0:0:
175,117,67909,1,0,0:0:0:0:
339,106,68397,1,8,0:0:0:0:
339,106,68885,1,8,0:0:0:0:
101,81,69373,1,0,0:0:0:0:
393,79,69861,1,8,0:0:0:0:
125,79,70348,1,0,0:0:0:0:
354,102,71324,1,8,0:0:0:0:
354,102,71812,1,8,0:0:0:0:
158,102,72300,1,0,0:0:0:0:
158,102,72787,1,0,0:0:0:0:
371,102,73275,1,8,0:0:0:0:
167,103,74251,1,0,0:0:0:0:
384,104,74739,1,8,0:0:0:0:
384,104,75226,1,8,0:0:0:0:
149,104,75714,1,0,0:0:0:0:
357,108,76202,1,8,0:0:0:0:
310,88,77178,1,8,0:0:0:0:
334,78,77665,1,8,0:0:0:0:
176,321,78153,1,4,0:0:0:0:
160,114,79129,1,0,0:0:0:0:
338,113,79617,1,8,0:0:0:0:
338,113,80104,1,8,0:0:0:0:
100,113,80592,1,0,0:0:0:0:
368,109,81080,1,8,0:0:0:0:
92,109,81568,1,0,0:0:0:0:
368,109,82056,1,8,0:0:0:0:
368,109,83031,1,8,0:0:0:0:
181,104,83519,1,0,0:0:0:0:
181,104,84007,1,0,0:0:0:0:
343,104,84495,1,8,0:0:0:0:
343,104,84983,1,8,0:0:0:0:
157,109,85958,1,0,0:0:0:0:
157,109,86446,1,0,0:0:0:0:
367,109,86934,1,8,0:0:0:0:
367,109,87422,1,8,0:0:0:0:
140,110,87909,1,0,0:0:0:0:
140,110,88397,1,0,0:0:0:0:
356,111,88885,1,8,0:0:0:0:
121,111,89861,1,0,0:0:0:0:
135,113,90348,1,0,0:0:0:0:
344,113,90836,1,8,0:0:0:0:
344,113,91324,1,8,0:0:0:0:
128,113,91812,1,0,0:0:0:0:
356,101,92300,1,8,0:0:0:0:
102,104,92787,1,0,0:0:0:0:
357,316,93763,1,12,0:0:0:0:
156,318,128039,5,4,0:0:0:0:
351,73,129014,1,8,0:0:0:0:
351,73,129502,1,8,0:0:0:0:
152,85,129990,1,0,0:0:0:0:
152,85,130478,1,0,0:0:0:0:
379,88,130965,1,8,0:0:0:0:
130,88,131453,1,0,0:0:0:0:
407,93,131941,1,8,0:0:0:0:
158,115,132917,1,0,0:0:0:0:
168,112,133404,1,0,0:0:0:0:
363,105,133892,1,8,0:0:0:0:
389,115,134868,1,8,0:0:0:0:
449,104,135356,1,8,0:0:0:0:
145,105,135843,1,0,0:0:0:0:
155,108,136819,1,0,0:0:0:0:
155,108,137307,1,0,0:0:0:0:
356,111,137795,1,8,0:0:0:0:
182,111,138282,1,0,0:0:0:0:
356,111,138770,1,8,0:0:0:0:
453,111,139258,1,8,0:0:0:0:
173,111,139746,1,0,0:0:0:0:
148,110,140721,1,0,0:0:0:0:
220,110,141209,1,0,0:0:0:0:
400,110,141697,1,8,0:0:0:0:
383,100,142673,1,8,0:0:0:0:
383,100,143160,1,8,0:0:0:0:
126,318,143648,1,4,0:0:0:0:
332,86,144624,1,8,0:0:0:0:
119,84,145112,1,0,0:0:0:0:
368,95,145599,1,8,0:0:0:0:
368,95,146087,1,8,0:0:0:0:
130,102,146575,1,0,0:0:0:0:
357,90,147063,1,8,0:0:0:0:
161,99,147551,1,0,0:0:0:0:
176,112,148526,1,0,0:0:0:0:
176,112,149014,1,0,0:0:0:0:
403,112,149502,1,8,0:0:0:0:
379,104,150478,1,8,0:0:0:0:
163,99,150965,1,0,0:0:0:0:
159,124,151453,1,0,0:0:0:0:
186,128,152429,1,0,0:0:0:0:
186,128,152917,1,0,0:0:0:0:
336,128,153404,1,8,0:0:0:0:
336,128,153892,1,8,0:0:0:0:
177,131,154380,1,0,0:0:0:0:
321,131,155356,1,8,0:0:0:0:
321,131,155843,1,8,0:0:0:0:
178,106,156331,1,0,0:0:0:0:
178,106,156819,1,0,0:0:0:0:
178,106,157307,1,0,0:0:0:0:
377,109,158282,1,8,0:0:0:0:
364,119,158770,1,8,0:0:0:0:
155,301,159258,1,4,0:0:0:0:
394,74,160234,1,8,0:0:0:0:
348,75,160721,1,8,0:0:0:0:
161,91,161209,1,0,0:0:0:0:
337,115,162185,1,8,0:0:0:0:
124,116,162673,1,0,0:0:0:0:
